id cond rt
18 1 0.783
18 1 0.499
18 2 1.042
18 2 0.845
18 2 0.746
18 2 0.748
18 2 0.728
18 2 0.793
18 2 0.678
18 2 0.797
18 2 0.625
18 2 0.784
18 2 0.964
18 2 0.839
18 2 0.947
18 2 0.608
18 2 0.76
18 2 0.86
18 2 0.61
18 2 1.08
18 2 0.614
18 2 0.778
18 2 0.775
18 2 0.77
18 2 0.719
18 2 0.828
18 2 0.614
18 2 0.587
18 2 0.659
18 2 0.742
18 2 1
18 2 1.086
18 2 0.804
18 2 0.815
18 2 0.714
18 2 0.758
18 2 0.576
18 2 0.799
18 2 0.674
18 2 0.807
18 2 0.699
18 2 0.658
18 2 0.718
18 2 0.697
18 2 0.961
18 2 0.785
18 2 0.825
18 2 0.592
18 2 1.061
18 2 0.777
18 2 0.634
18 2 0.802
19 1 1.022
19 1 0.628
19 1 1.262
19 1 0.804
19 1 1.089
19 1 0.846
19 1 0.774
19 1 0.58
19 1 0.662
19 1 0.825
19 1 1.012
19 1 0.576
19 1 1.162
19 1 1.169
19 1 0.657
19 1 0.928
19 1 0.671
19 1 0.81
19 1 1.037
19 1 1.022
19 1 0.696
19 1 0.765
19 1 0.679
19 1 0.9
19 1 0.609
19 1 0.512
19 1 1.191
19 1 1.48
19 1 0.754
19 1 0.995
19 1 0.831
19 1 1.192
19 1 0.947
19 1 0.872
19 1 0.584
19 1 1.078
19 1 0.771
19 1 0.626
19 1 0.796
19 1 0.81
19 1 1.072
19 1 0.654
19 1 0.738
19 1 1.197
19 1 1.157
19 1 1.1
19 1 1.253
19 1 0.872
19 1 0.735
19 1 0.947
19 2 1.153
19 2 1.67
19 2 0.596
19 2 0.948
19 2 1.04
19 2 0.878
19 2 0.641
19 2 1.063
19 2 0.748
19 2 1.003
19 2 1.109
19 2 1.223
19 2 0.641
19 2 1.16
19 2 0.752
19 2 0.675
19 2 1.233
19 2 1.179
19 2 0.841
19 2 1.068
19 2 0.736
19 2 0.858
19 2 0.87
19 2 0.834
19 2 1.061
19 2 1.308
19 2 0.802
19 2 0.882
19 2 1.344
19 2 0.825
19 2 0.537
19 2 1.005
19 2 0.732
19 2 0.715
19 2 1.268
19 2 1.687
19 2 0.709
19 2 1.145
19 2 0.87
19 2 0.919
19 2 1.203
19 2 0.934
19 2 0.737
19 2 0.799
19 2 1.048
19 2 0.56
19 2 1.164
19 2 0.64
19 2 0.893
19 2 0.851
20 1 1.045
20 1 0.806
20 1 0.791
20 1 0.905
20 1 0.655
20 1 0.742
20 1 1.015
20 1 0.902
20 1 0.603
20 1 0.892
20 1 0.592
20 1 0.684
20 1 1.024
20 1 0.515
20 1 0.554
20 1 1.047
20 1 0.656
20 1 1.032
20 1 0.747
20 1 0.85
20 1 0.93
20 1 0.677
20 1 0.726
20 1 0.71
20 1 1.569
20 1 0.795
20 1 0.859
20 1 0.72
20 1 0.735
20 1 1.067
20 1 0.721
20 1 0.777
20 1 0.84
20 1 0.707
20 1 1.24
20 1 0.587
20 1 1.258
20 1 0.719
20 1 1.062
20 1 0.535
20 1 0.962
20 1 0.944
20 1 0.604
20 1 0.662
20 1 0.807
20 1 1.007
20 1 0.662
20 1 0.738
20 1 1.121
20 1 0.619
20 2 1.029
20 2 0.912
20 2 0.655
20 2 0.714
20 2 0.989
20 2 0.871
20 2 1.162
20 2 0.724
20 2 0.587
20 2 1.055
20 2 0.723
20 2 0.846
20 2 1.255
20 2 0.78
20 2 1.2
20 2 0.657
20 2 1.024
20 2 0.871
20 2 0.704
20 2 0.634
20 2 0.838
20 2 0.872
20 2 0.877
20 2 0.932
20 2 0.746
20 2 0.738
20 2 0.869
20 2 0.733
20 2 1.102
20 2 0.856
20 2 0.722
20 2 0.578
20 2 0.718
20 2 1.371
20 2 0.73
20 2 0.691
20 2 0.958
20 2 0.911
20 2 0.981
20 2 0.775
20 2 1.075
20 2 0.647
20 2 0.815
20 2 0.709
20 2 0.964
20 2 0.848
20 2 1.072
20 2 1.376
20 2 0.85
20 2 0.734
21 1 0.635
21 1 0.707
21 1 0.736
21 1 1.196
21 1 0.601
21 1 0.604
21 1 0.687
21 1 0.848
21 1 0.895
21 1 0.625
21 1 0.767
21 1 0.74
21 1 0.978
21 1 0.953
21 1 0.7
21 1 0.754
21 1 0.861
21 1 0.55
21 1 0.7
21 1 0.846
21 1 0.672
21 1 0.737
21 1 0.743
21 1 0.646
21 1 0.615
21 1 0.716
21 1 0.695
21 1 0.898
21 1 1.062
21 1 0.744
21 1 0.813
21 1 0.735
21 1 0.851
21 1 0.782
21 1 0.785
21 1 0.959
21 1 0.616
21 1 1.041
21 1 0.804
21 1 0.775
21 1 0.667
21 1 0.721
21 1 0.809
21 1 0.517
21 1 0.662
21 1 0.848
21 1 0.703
21 1 0.637
21 1 0.657
21 1 0.785
21 2 0.578
21 2 0.969
21 2 0.531
21 2 0.714
21 2 0.674
21 2 0.619
21 2 0.638
21 2 0.838
21 2 0.773
21 2 0.744
21 2 0.519
21 2 0.61
21 2 0.771
21 2 0.663
21 2 0.673
21 2 1.012
21 2 0.824
21 2 0.642
21 2 0.719
21 2 0.746
21 2 0.689
21 2 0.652
21 2 0.784
21 2 0.939
21 2 0.834
21 2 0.76
21 2 0.865
21 2 0.951
21 2 0.77
21 2 0.879
21 2 0.63
21 2 0.752
21 2 0.726
21 2 0.828
21 2 0.859
21 2 0.772
21 2 0.677
21 2 0.656
21 2 0.844
21 2 1.093
21 2 0.674
21 2 0.731
21 2 0.854
21 2 0.706
21 2 0.815
21 2 0.785
21 2 0.676
21 2 0.96
21 2 0.963
21 2 1.006
22 1 1.057
22 1 0.707
22 1 0.713
22 1 0.832
22 1 0.906
22 1 0.731
22 1 0.719
22 1 0.691
22 1 1.116
22 1 0.502
22 1 0.758
22 1 0.792
22 1 0.635
22 1 0.856
22 1 0.544
22 1 0.979
22 1 0.571
22 1 0.525
22 1 0.672
22 1 0.814
22 1 0.687
22 1 0.699
22 1 0.846
22 1 0.635
22 1 0.771
22 1 0.878
22 1 1.161
22 1 0.875
22 1 1.185
22 1 0.869
22 1 0.785
22 1 0.521
22 1 0.617
22 1 0.735
22 1 0.923
22 1 0.734
22 1 0.888
22 1 0.635
22 1 0.741
22 1 0.824
22 1 0.728
22 1 0.805
22 1 0.684
22 1 0.854
22 1 0.772
22 1 0.778
22 1 0.546
22 1 0.684
22 1 0.588
22 1 0.577
22 2 0.752
22 2 0.808
22 2 0.893
22 2 1.087
22 2 0.927
22 2 1.065
22 2 0.747
22 2 0.782
22 2 1.085
22 2 0.837
22 2 0.598
22 2 0.699
22 2 1.064
22 2 0.734
22 2 0.903
22 2 0.84
22 2 0.751
22 2 0.775
22 2 0.916
22 2 0.878
22 2 1.127
22 2 0.801
22 2 0.689
22 2 0.869
22 2 0.987
22 2 1.494
22 2 0.757
22 2 0.779
22 2 1.031
22 2 1.141
22 2 0.726
22 2 0.978
22 2 0.741
22 2 0.683
22 2 0.968
22 2 0.857
22 2 0.915
22 2 0.738
22 2 1.306
22 2 0.978
22 2 0.771
22 2 0.987
22 2 0.651
22 2 0.812
22 2 1.178
22 2 0.803
22 2 1.039
22 2 0.797
22 2 0.54
22 2 0.695
23 1 0.784
23 1 1.044
23 1 0.664
23 1 0.794
23 1 0.62
23 1 0.614
23 1 0.641
23 1 1.024
23 1 0.923
23 1 0.852
23 1 0.962
23 1 0.686
23 1 0.885
23 1 0.782
23 1 0.61
23 1 0.635
23 1 0.756
23 1 0.782
23 1 0.7
23 1 0.616
23 1 0.516
23 1 0.82
23 1 0.704
23 1 0.843
23 1 0.561
23 1 0.589
23 1 0.731
23 1 0.573
23 1 0.524
23 1 0.89
23 1 0.914
23 1 0.613
23 1 0.707
23 1 0.601
23 1 0.801
23 1 0.744
23 1 0.631
23 1 0.642
23 1 0.609
23 1 0.822
23 1 0.847
23 1 0.811
23 1 0.634
23 1 0.54
23 1 0.84
23 1 0.721
23 1 0.742
23 1 0.943
23 1 0.628
23 1 0.969
23 2 0.729
23 2 0.686
23 2 0.761
23 2 0.868
23 2 0.761
23 2 0.661
23 2 0.749
23 2 0.503
23 2 0.715
23 2 0.881
23 2 0.767
23 2 0.93
23 2 0.887
23 2 0.921
23 2 0.923
23 2 0.57
23 2 0.796
23 2 1.176
23 2 0.719
23 2 0.88
23 2 0.821
23 2 0.902
23 2 0.75
23 2 0.695
23 2 0.808
23 2 0.833
23 2 0.764
23 2 0.801
23 2 0.872
23 2 0.677
23 2 1.038
23 2 1.37
23 2 1.131
23 2 0.722
23 2 0.562
23 2 0.805
23 2 0.974
23 2 0.95
23 2 0.622
23 2 0.635
23 2 0.819
23 2 0.917
23 2 0.972
23 2 0.959
23 2 0.653
23 2 0.613
23 2 0.545
23 2 0.891
23 2 0.962
23 2 0.857
24 1 0.619
24 1 1.099
24 1 0.706
24 1 1.161
24 1 0.86
24 1 1
24 1 0.818
24 1 0.751
24 1 0.624
24 1 0.68
24 1 0.754
24 1 0.81
24 1 0.756
24 1 0.734
24 1 0.792
24 1 0.684
24 1 0.683
24 1 0.577
24 1 0.921
24 1 0.769
24 1 0.748
24 1 0.656
24 1 0.723
24 1 0.616
24 1 0.62
24 1 0.536
24 1 0.951
24 1 0.782
24 1 0.612
24 1 0.994
24 1 0.874
24 1 0.899
24 1 0.727
24 1 0.698
24 1 0.746
24 1 0.832
24 1 0.911
24 1 1.105
24 1 0.686
24 1 0.624
24 1 0.778
24 1 1.63
24 1 0.697
24 1 0.989
24 1 0.724
24 1 0.69
24 1 0.66
24 1 0.729
24 1 1.12
24 1 0.813
24 2 0.905
24 2 0.984
24 2 1.354
24 2 0.969
24 2 0.61
24 2 0.655
24 2 0.593
24 2 0.488
24 2 1.102
24 2 0.729
24 2 0.886
24 2 1.072
24 2 0.727
24 2 0.787
24 2 0.877
24 2 0.852
24 2 0.689
24 2 0.959
24 2 0.918
24 2 0.761
24 2 0.633
24 2 0.937
24 2 1.141
24 2 1.127
24 2 0.992
24 2 0.731
24 2 0.724
24 2 0.715
24 2 0.742
24 2 0.954
24 2 0.858
24 2 0.566
24 2 0.566
24 2 0.806
24 2 0.838
24 2 0.528
24 2 0.683
24 2 0.815
24 2 1.151
24 2 0.552
24 2 0.629
24 2 0.65
24 2 0.843
24 2 0.873
24 2 0.756
24 2 0.59
24 2 0.709
24 2 0.719
24 2 0.775
24 2 1.2
25 1 0.668
25 1 0.779
25 1 0.664
25 1 0.602
25 1 0.883
25 1 0.623
25 1 1.515
25 1 0.782
25 1 0.776
25 1 0.756
25 1 1.189
25 1 0.889
25 1 0.727
25 1 0.61
25 1 0.624
25 1 0.654
25 1 1.014
25 1 0.737
25 1 0.658
25 1 0.916
25 1 1.047
25 1 0.666
25 1 0.699
25 1 0.826
25 1 0.766
25 1 0.838
25 1 1.15
25 1 0.757
25 1 0.723
25 1 0.853
25 1 0.759
25 1 0.881
25 1 0.731
25 1 0.845
25 1 0.57
25 1 0.769
25 1 0.689
25 1 0.608
25 1 0.704
25 1 0.831
25 1 0.782
25 1 0.895
25 1 0.948
25 1 0.923
25 1 0.716
25 1 0.593
25 1 0.723
25 1 1.002
25 1 0.747
25 1 0.563
25 2 0.912
25 2 0.869
25 2 0.748
25 2 0.848
25 2 1.133
25 2 1.112
25 2 0.739
25 2 0.817
25 2 0.61
25 2 0.7
25 2 1.341
25 2 1.171
25 2 0.776
25 2 0.705
25 2 0.62
25 2 1.385
25 2 0.837
25 2 0.719
25 2 1.052
25 2 0.651
25 2 0.965
25 2 1.154
25 2 0.779
25 2 1.157
25 2 0.945
25 2 0.707
25 2 0.93
25 2 0.703
25 2 0.728
25 2 0.976
25 2 0.736
25 2 0.811
25 2 1.036
25 2 0.638
25 2 1.201
25 2 1.354
25 2 0.939
25 2 0.898
25 2 0.733
25 2 0.912
25 2 0.732
25 2 0.87
25 2 0.705
25 2 0.979
25 2 0.957
25 2 1.097
25 2 1.332
25 2 0.711
25 2 1.023
25 2 0.613
